,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
0,3,18.689131605165922,-1.0501966293087388,-0.36284561751397487,9.097764054779157,4.459237914054048,-1.0720448429205698,2.0845768823568966,5.741454725410654,0.4183013462589058,-0.1269491682857786,0.8276502084693768,-0.3771966093929462,0.3188948453788158,-0.629222061608554,0.09755386139249159,0.7524290219614305,3.2540032345545806,-0.7376955115458637,-3.7740128889411486,0.02379512916599638,1.4910728243711855,-4.3017665225114,0.08365960846590277,-1.4420855392578402,-0.21378067760667643,-8.093774399873555,0.3305545392376382,-4.766657591619234,-0.9568707437976149,-3.4534654747757036,-1.880048026542029,-10.732359111895992,0.8769402844294915,0.8068738563692942,-4.764628405122783
1,3,11.100033359545629,3.547350907851228,-0.015826812585760474,4.874956941232352,0.9818628468028703,0.5738655270661013,1.4307427955869807,-1.0597776156186278,-0.5864924049861369,-0.09070768158575927,-1.1222067258564408,-0.052310132190309576,0.9557035842501447,-0.7253734880474544,0.056703636156455704,4.712659144076254,-0.16686068199127443,0.06354506798756977,-4.882981677852759,0.46003894291668435,2.3008243606266716,-13.709305134032713,0.30905340125050174,-1.7202032797459728,1.7613650132152943,-7.780390125327884,0.05775473366890031,-6.618348351077957,-0.2649330423974779,-2.561421622224559,3.480189264472069,-4.6518855694567955,-1.2174504102282178,-0.7565339696027389,-6.164683028021891
2,0,7.36299471510556,0.34033051852102547,0.2997694621669258,-3.55082022222526,7.244053994902158,-0.716492621106953,-0.19718314382911456,18.83109814952164,2.237610916930881,-0.37798239943261563,2.489515424771387,1.978345148119096,-0.6993361775519087,-0.2485645824077085,0.03459140449547365,-0.5542484559902753,0.9581421151823986,0.41109389155689846,6.017072406849284,-3.6895429771584745,-0.9843910196138161,-4.419937612333301,1.372712351799411,-3.032881745020227,0.5172202462442141,2.4808466839350194,-0.2642807846030942,-4.870562274579094,-5.261031766453295,3.4057705187738314,-4.702532197156034,16.522839785500377,-10.530753195690236,-1.0359268802253674,7.596453681799197
3,4,10.977834985643764,-2.3584440534046216,0.18590170777661383,-3.6031718220647364,0.2902018540765514,1.9787669527345766,-0.7888603640188774,-2.0055163548097905,0.3685284870984341,0.7820421589685287,-0.452157334729585,-0.8080122891617777,-3.346076125385257,0.41213427266037783,0.14992046424149494,5.890505944739752,-0.8943412111315665,-0.38854635844923485,1.9793487519567974,-1.2340665926079313,3.25032228830499,-0.08293430792608862,4.564411188330431,0.8412354261002396,0.48382520842897203,-4.033924391980551,-0.11310574702612637,-4.685518582071983,-1.8749118992506861,1.4403325496452803,-1.0275354577323357,-7.078566563753638,6.384910393166795,-1.7324340728348326,2.498894827532941
4,0,-7.954779329034666,0.7764394452953635,-0.09687807783645257,-7.734101520449568,4.099488492441135,-0.6513460433885259,1.1726016291619143,-15.658046503844705,-0.029166640787127905,0.23341960335592507,-2.9583572746626854,-1.203637360293038,-0.18068485485526284,0.17403948466412023,-0.07574993037620657,1.387587548089507,-1.4943989355241225,1.1209212149625056,-1.9851613154510224,2.7681233720422647,5.842650546520592,-3.467678273632941,1.3088094115424853,4.415425555934832,0.22594064842381495,-0.3308860098753413,0.5903379914312225,6.382166541991786,7.766422141095274,-1.227692652550643,-2.892680952603415,7.451465311986926,-2.1002046618855927,1.603854627841945,-2.506233092119243
5,4,5.654300027133361,1.1349876638265917,-0.09762260979012487,0.2888113635336063,2.3149589336612912,-0.5229805970264025,0.06403096191504297,-11.109122495788206,2.790457134664161,0.1147725984098222,-0.06454190097390763,-3.3169268229400553,0.10028475030612717,-0.5557908699306329,0.18457159360010297,4.301540898317657,-1.8555432360319222,2.4493051446028664,2.5839759101185185,-2.6432293749944544,1.039077604856385,12.204268174494892,-0.44952614095126936,2.940735072145941,-0.22929622640973768,-7.815776808095031,0.8027545925815405,0.31936136490122025,-0.6420787538935565,-4.638073440902357,-0.823598992395549,-18.491897138620693,6.739906785520146,0.24815642662935172,3.26222654288759
6,1,-20.67577534189433,0.11099116979117177,0.29255061149353867,-5.0772429104962145,-5.315855608694707,-3.207143358046583,0.6794453596518248,-6.792577243390895,3.6446573842969783,-0.5915727544174548,0.16742739416246008,0.23255595042186503,0.8918691656476385,0.6803993504440098,-0.005658789610838824,-5.364266330413181,-1.8955471413812153,2.7061431779024625,-1.3006114048879003,-0.7195003342134081,-2.3166566837529596,1.1458771731067867,-0.2463096062074536,0.2151581872841095,1.2242586801932742,5.824063584481347,-0.1298059378517242,4.331640969858531,3.1970339909636953,-0.15653786834601432,2.5953399870073954,7.060610266514878,-4.602000864898256,0.22320323574939335,-1.642000233203807
7,3,-21.391182246183405,8.181175124051402,0.07848098417974803,-1.0603254902249877,-3.2829435182115705,-0.9032817039956386,1.0343178825567887,-12.299874020164038,-1.9072155678162273,0.128561473020356,-1.0969374365695044,3.7777271880948167,0.3743366407057085,-0.10696265248549247,0.07746557392544057,1.5268600759138193,-1.1868525023857621,-0.4029847198083229,-0.38390077527309574,-5.109640253294808,3.0044491555780515,0.8568485202946271,-0.0013544351104971858,1.838074236127634,0.20439400246330763,3.1740625048849753,-0.028791017452091706,7.046554562096405,-0.8887791417948271,4.8072559556284356,6.706305208418739,16.01560286828156,2.6377272061689756,0.3020428324032074,-0.4846683337978854
8,4,12.929063325867189,-0.6224434585102967,-1.0854147869993531,-1.5268609701519285,4.931741006215539,1.5467631705220821,-0.9044250429963815,1.973859343741419,0.11979580022320246,-0.15811838086997038,-0.3060696502437016,-3.8859453635558885,-1.2803997533563347,0.07337538360856359,-0.05326694376338893,6.110617301326226,7.258165824568463,0.8896516960102624,7.904494666257162,-2.4529808581697017,-3.9454120941663655,20.95691961399837,-1.3032984257947489,4.319722052605463,0.9262563639980003,6.789579848392466,0.48839025713095846,-2.102067197732354,2.4318774880445235,-0.7826756469722298,-4.922632197771258,-18.264711364735525,3.7667421829193377,1.2457884692047336,9.979292843792328
9,1,-1.2902632537480396,0.45169721600900103,0.8481140148332043,-2.552312960211486,-2.832628313819027,-0.6317466962571251,0.6164604072982178,-6.7791895359829,1.4934542472305035,-0.5050707774827305,1.1499318694305662,-2.2831666348399597,0.7416302090960064,0.44646704832631395,-0.10091809430224316,0.5640212028336471,-5.183467966199429,-0.4667519577485121,-1.3103271087660502,3.482799384697151,2.4921453584943905,6.800049929653071,-1.8457550420190107,6.0916407826162215,0.8968232551787296,-13.722174016682983,-0.7217345510525301,3.3595548781907847,3.4358824677723305,0.3847834707843723,3.841205951628184,8.003697676180481,-6.20764698240296,-0.4260168382870208,-1.6542661475066547
